Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.83,16.37,0.75,10.21,0,100.0-20.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Chlorobenzene,Undoped,0,PEDOT:PSS,CTAB,Spin-coating,Ag,100.0,Evaporation,0.9,18.62,0.75,12.53,0,100.0-20.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.83,15.2,0.58,7.38,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI,Spin-coating,Au,70.0,Evaporation,1.05,22.5,0.77,18.2,0,50; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; Si NPs,Spin-coating,Au,70.0,Evaporation,1.07,22.5,0.7759999999999999,18.7,0,50; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,PbCl2,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.97,18.35,0.648,11.5,0,100.0-75.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.0,Toluene,Undoped,0,NiO,Undoped,Spray-pyrolys,Ag,70.0,Evaporation,0.89,17.49,0.52,8.0,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.97,16.4,0.667,10.6,0,100.0-20.0
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8849252013808975,Chlorobenzene,Undoped,0,NiO,Undoped,Spin-coating,Ag,100.0,Evaporation,1.02,19.56,0.62,12.3,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.91,11.9,0.5,5.1,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,NH2CONH2,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,,,,16.91,0,80-300.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209,Spin-coating,Ag,70.0,Evaporation,0.96,20.95,0.66,13.31,0,100.0-3.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | FK209,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK210,Spin-coating,Ag,70.0,Evaporation,1.03,23.08,0.75,17.94,0,100.0-3.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK211,Spin-coating,Ag,70.0,Evaporation,0.97,18.92,0.68,12.47,0,100.0-3.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.97,21.13,0.38,7.86,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Toluene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,14.24,0.6779999999999999,8.62,0,90-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.05,21.7,0.74,16.91,0,100.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,PbCl2,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.961,20.1,0.63,12.16,0,100.0-5.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,A10C60,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.88,19.41,0.82,13.97,0,70| 100-10.0| 120.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | MAI,Spin-coating | Spin-coating,1,PbCl2,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,20.41,0.68,12.44,0,100.0-45.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8888888888888888,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,100.0,Evaporation,0.95,20.9,0.78,15.6,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TAA,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,22.03,0.75,17.51,0,65; 100-1.0; 7.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.086,20.49,0.68,15.04,0,100.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | Ag,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.096,21.35,0.76,17.85,0,100.0-30.0
nip,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spray-coating,0.8849252013808975,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,120.0,Evaporation,1.03,19.82,0.72,20.29,0,65; 100-1.0; 1.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spray-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.071,21.26,0.7390000000000001,16.83,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,Stoichiometric,Undoped,Spray-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,50.0,Evaporation,0.93,18.6,0.6,10.3,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,50.0,Evaporation,0.92,15.0,0.53,7.3,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,Stoichiometric,KI,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,50.0,Evaporation,0.92,19.0,0.68,11.9,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,Stoichiometric,Undoped,Spin-coating,0.9,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.1,22.95,0.72,18.18,0,105-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,0.9,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.05,22.54,0.684,16.19,0,105-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,1.0,Ethyl acetate,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Ag,80.0,Evaporation,1.04,21.0,0.64,14.0,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spray-pyrolys,1,Stoichiometric,Undoped,Spin-coating,0.875,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI,Spin-coating,Au,100.0,Evaporation,1.09,15.47,0.57,9.5,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spray-pyrolys,1,Stoichiometric,Undoped,Spin-coating >> CBD,0.875,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI,Spin-coating,Au,100.0,Evaporation,0.98,14.21,0.44,6.1,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spray-pyrolys,1,Stoichiometric,Undoped,Spin-coating >> CBD,0.875,Ethyl acetate,Undoped,0,Spiro-MeOTAD,Li-TFSI,Spin-coating,Au,100.0,Evaporation,1.06,21.3,0.6,13.6,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,MA,Undoped,Spin-coating >> CBD,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.08,22.63,0.703,16.22,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,MA,PEA,Spin-coating >> Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.08,22.89,0.763,18.05,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spray-pyrolys | Spin-coating,1,Stoichiometric,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.01,20.6,0.7659999999999999,15.9,0,100.0-50.0
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spray-pyrolys | Spin-coating,1,Stoichiometric,Undoped,Co-evaporation,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.01,19.7,0.74,14.7,0,100.0-50.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,1,Graphene oxide,Undoped,Spin-coating,Ag,100.0,Evaporation,0.919,18.9,0.77,13.4,0,100.0-2.0
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,1.11,20.9,0.78,18.2,0,100.0-2.0
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,1.11,20.9,0.79,18.4,0,100.0-2.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Pb(SCN)2,Spin-coating,0.8,Ethyl ether,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,100.0,Evaporation,1.065,20.84,0.662,14.69,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.7,Toluene,Undoped,0,NiO-c,Ethanolamine,Spin-coating,Ag,80.0,Evaporation,1.07,19.41,0.764,15.89,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.7,Toluene,Undoped,0,NiO-np,Undoped,Spin-coating,Ag,80.0,Evaporation,1.06,19.15,0.736,14.86,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Co(III)(pztbpy)3; LiNTf2; TBP,Spin-coating,Au,100.0,Evaporation,0.81,9.77,0.51,4.11,0,25; 100-10.0; 10.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.8947368421052632,Diethyl ether,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.9,17.36,0.71,11.12,0,100.0-2.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,none,Undoped,Spin-coating >> Spin-coating,0.8947368421052632,Diethyl ether,Undoped,0,PEDOT:PSS,Triton-X,Spin-coating,Ag,100.0,Evaporation,0.92,21.15,0.73,14.34,0,100.0-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.02,19.8,0.73,14.9,0,100.0-3.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Co(PyPyz)3[TFSI]3; Li-TFSI; TBP,Spin-coating,Au,52.0,Evaporation,1.125,23.72,0.726,19.38,0,100.0-20.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Co(PyPyz)3[TFSI]3; Li-TFSI; TBP,Spin-coating,Au,52.0,Evaporation,1.082,22.6,0.6829999999999999,16.69,0,100.0-20.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,PbI2,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,150.0,Evaporation,0.87,1.82,0.39,0.62,1,150-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,75.0,Evaporation,1.01,22.15,0.782,17.68,0,105-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,75.0,Evaporation,0.93,16.41,0.426,6.55,0,105-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,75.0,Evaporation,0.94,16.67,0.326,5.13,0,105-60.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.9,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,60.0,Evaporation,0.927,13.75,0.667,8.5,0,60; 120-2.0; 15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.9,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.04,18.42,0.741,14.2,0,60; 120-2.0; 15.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating >> Gas reaction,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.91,19.07,0.72,12.61,0,25; 60-20.0; 40.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.82,13.54,0.44,4.95,1,110-10.0
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PolyTPD,Undoped,Spin-coating,Al,100.0,Evaporation,1.08,18.1,0.64,12.5,1,100.0-70.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Ag,80.0,Evaporation,0.96,16.7,0.526,8.16,1,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,P3HT,F-graphene,Spin-coating,Ag,80.0,Evaporation,0.99,18.6,0.679,12.56,1,100.0-15.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,NiO,Undoped,Spin-coating,Ag,93.2,Evaporation,0.968,17.33,0.634,10.64,0,100.0-15.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,NiO,Undoped,Spin-coating,Al,100.0,Evaporation,0.97,15.91,0.62,9.56,0,100.0-50.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,NiO,Undoped,Spin-coating,Al,100.0,Evaporation,0.9,14.11,0.58,7.26,0,100.0-50.0
pin,SLG | FTO,PCBM-60,PS,Spin-coating,1,none,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,NiO,Undoped,Spin-coating,Al,100.0,Evaporation,1.07,15.62,0.64,10.68,0,100.0-50.0
pin,SLG | FTO,PCBM-60,PS,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,NiO,Undoped,Spin-coating,Al,100.0,Evaporation,0.86,10.9,0.61,5.72,0,100.0-50.0
pin,SLG | ITO,C60 | BCP,Undoped,Evaporation | Evaporation,1,none,Cl,Drop-infiltration,0.75,Vacuum,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,180.0,Evaporation,1.07,21.9,0.782,18.6,0,80-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Drop-infiltration,1.0,Ethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.1,21.27,0.74,17.31,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,CdS; Cd(SCN2H4)2Cl2,Drop-infiltration,1.0,Ethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.1,24.34,0.75,20.1,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating >> CBD,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.98,17.29,0.727,12.3,0,90-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,DMSO,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.98,20.88,0.74,15.14,0,100.0-20.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,120.0,Evaporation,0.85,20.17,0.619,10.61,0,20; 90-30.0; 180.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.87,Diethyl ether,Undoped,0,PTAA,Undoped,Spin-coating,Ag,100.0,Evaporation,1.03,18.0,0.55,9.5,0,60; 100-1.0; 10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.87,Diethyl ether,Undoped,0,PTAA | PFN,Undoped,Spin-coating | Spin-coating,Ag,100.0,Evaporation,1.1,20.0,0.675,15.0,0,60; 100-1.0; 10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.2,Chlorobenzene,Undoped,0,CuSCN,Undoped,Doctor blading,Au,50.0,Evaporation,0.74,17.72,0.69,8.07,0,120-30.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Drop-infiltration,0.9,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,,,,10.0,0,50; 100-2.0; 10.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Drop-infiltration,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,,,,16.8,0,50; 100-2.0; 10.0
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,MABr,Spin-coating,1.0,Undoped,Undoped,0,CuI,Undoped,Spin-coating,Al,80.0,Evaporation,0.78,7.4,0.3,1.7,0,60-60.0
pin,SLG | ITO,PCBM-60 | ZnO-np,Undoped,Spin-coating | Spin-coating,1,none,MABr,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.86,20.5,0.73,12.9,0,60-60.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.92,18.1,0.597,9.9,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,HI,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.85,17.71,0.72,10.75,0,100.0-2.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,1.0,Undoped,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,0.96,21.23,0.3339999999999999,6.85,0,120-10.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> CBD,0.5,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,100.0,Evaporation,0.79,18.56,0.4379999999999999,6.41,0,100.0-30.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> CBD,0.8,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,100.0,Evaporation,0.78,18.26,0.496,7.08,0,100.0-30.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,100.0,Evaporation,0.85,14.28,0.491,6.94,0,100.0-30.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,Stoichiometric,Undoped,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Undoped,Spin-coating,Au,100.0,Evaporation,0.61,15.24,0.348,4.26,0,100.0-30.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,PbI2,Undoped,Spin-coating >> CBD,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.11,22.87,0.789,19.54,0,100.0-10.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.76,9.26,0.43,3.02,1,100.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,TBP,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.88,13.81,0.58,7.03,1,100.0-60.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.99,20.66,0.79,16.16,1,100.0-60.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8888888888888888,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.06,24.8,0.66,17.3,0,150.0-3.0
nip,SLG | ITO,SnO2-np,Zr,Spin-coating,1,none,Undoped,Spin-coating,0.8888888888888888,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.08,25.3,0.72,19.8,0,150.0-3.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,1.03,16.18,0.69,11.5,0,90.0-45.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,130.0,Evaporation,0.89,16.4,0.47,6.68,0,105.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.8140000000000001,10.39,0.7040000000000001,5.96,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.9,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.8190000000000001,13.79,0.6759999999999999,7.63,0,100.0-10.0
