Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_additives_compounds,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,4-MSA,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.01,18.38,0.68,12.62,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8849557522123894,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.11,25.25,0.745,20.78,0,130.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,1.08,21.9,0.768,18.2,0,95.0-10.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,0.95,20.18,0.679,13.08,0,50; 100-2.0; 10.0
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.086,22.2,0.721,18.47,0,70; 100-4.0; 20.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.7,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.09,20.68,0.6509999999999999,14.7,0,70; 100-4.0; 20.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.04,19.9,0.609,12.6,0,100.0-70.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.99,21.97,0.6509999999999999,14.16,1,175.0-1.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.97,20.05,0.635,9.07,1,100.0-20.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8849557522123894,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,0.954,20.77,0.619,12.27,0,60; 100-1.0; 5.0
nip,SLG | FTO,TiO2-c,Undoped,CBD,1,none,Undoped,Spin-coating,0.9,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.053,22.9,0.755,18.2,0,100.0-20.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,MAAc,Spin-coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.02,21.21,0.73,15.76,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,MAI,HI,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.098,23.73,0.56,14.59,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,HI,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.079,23.84,0.75,19.29,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,PbI2,HI,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,1.068,23.35,0.7,17.46,0,100.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,0.92,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,120.0,Evaporation,1.01,19.2,0.6729999999999999,13.0,1,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,40.0,Evaporation,1.05,18.16,0.68,12.9,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,1,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,40.0,Evaporation,0.95,11.42,0.77,8.39,0,100.0-10.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.92,20.49,0.71,13.98,0,100.0-100.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.86,19.26,0.64,11.08,0,100.0-100.0
pin,SLG | FTO,PCBM-60,Undoped,Spin-coating,1,none,Cl; HI,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.95,8.45,0.612,4.88,0,90.0-120.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.92,19.5,0.735,13.2,0,100.0-75.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.02,19.9,0.675,13.7,0,100.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,MoO3 | Ag,210.0,Evaporation | Evaporation,1.04,18.4,0.71,13.51,1,90.0-30.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,65.0,Evaporation,0.87,0.38,0.18,0.06,1,70.0-30.0
nip,SLG | ITO,TiO2-c,Undoped,E-beam evaporation,1,none,Cl,Slot-die coating,0.8,Undoped,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,,,,14.2,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,CuSCN,Undoped,Doctor blading,Au,50.0,Evaporation,1.102,19.7,0.62,12.4,1,70.0-30.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.9,Undoped,Undoped,0,PTAA,Undoped,Spin-coating,Au,100.0,Evaporation,1.03,23.11,0.765,18.16,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.055,19.35,0.73,15.04,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.006,20.06,0.725,14.63,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.96,22.47,0.579,12.5,0,100.0-90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl; PCBM-60,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.07,22.88,0.58,14.2,0,100.0-90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,PEG; Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.05,22.92,0.6579999999999999,16.3,0,100.0-90.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl; PCBM-60; PEG,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.1,23.03,0.6729999999999999,17.1,0,100.0-90.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.89,16.54,0.698,10.24,0,100.0-60.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,Carbon-nano onions,Spin-coating,Ag,100.0,Evaporation,0.92,20.09,0.72,13.11,0,100.0-60.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,PEDOT:PSS,ox-Carbon-nano onions,Spin-coating,Ag,100.0,Evaporation,0.94,20.53,0.75,14.48,0,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.009,19.71,0.591,11.75,0,65; 100-1.0; 2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.05,18.44,0.7040000000000001,13.7,0,50; 100-3.0; 10.0
nip,SLG | ITO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.9345794392523364,Vacuum,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,100.0,Evaporation,0.99,20.76,0.73,15.1,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.98,17.0,0.62,10.2,1,80.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Graphene,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.04,17.5,0.63,11.5,1,80.0-5.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating,0.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.77,7.8,0.59,3.7,0,130.0-20.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.083,22.14,0.698,16.77,0,100.0-5.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,EtOH; MA,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.107,22.63,0.732,18.44,0,100.0-5.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,EtOH,Spin-coating,1.0,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.092,22.31,0.741,18.04,0,100.0-5.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.119,22.51,0.747,18.82,0,100.0-5.0
nip,SLG | ITO,SnO2-c,Undoped,Spin-coating,1,none,EtOH; MA,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.093,22.98,0.6990000000000001,17.54,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.94,17.5,0.649,10.7,1,100.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,P3HT,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.93,12.0,0.58,6.6,0,120.0-60.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Cl,Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,0.84,12.0,0.6,5.9,0,120.0-60.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,180.0,Evaporation,1.05,20.7,0.768,16.69,0,150.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.02,19.4,0.76,15.2,0,90.0-60.0
pin,SLG | FTO,PCBM-60,PEI,Spin-coating,1,none,Undoped,Spin-coating,0.0,Undoped,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,100.0,Evaporation,1.032,19.04,0.73,14.34,0,100.0-15.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,"1,8-diiodooctane; Cl",Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.95,19.01,0.619,11.2,0,105.0-38.0
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,1,none,"1,8-diiodooctane; Cl",Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,80.0,Evaporation,0.96,21.67,0.705,14.69,0,105.0-38.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,"1,8-diiodooctane; Cl",Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ca | Al,135.0,Evaporation | Evaporation,0.86,21.36,0.6659999999999999,12.3,0,105.0-38.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,0.99,19.78,0.669,13.1,1,115.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,0.948,20.62,0.7170000000000001,14.02,1,115.0-30.0
nip,SLG | FTO,TiO2-c,CF3NaO2S,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.02,22.4,0.74,16.91,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,CuI,Undoped,Spray-coating,Au,80.0,Evaporation,0.99,20.25,0.72,14.43,0,100.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,80.0,Evaporation,1.02,22.4,0.74,16.91,0,100.0-15.0
nip,SLG | FTO,TiO2-c,CF3NaO2S,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,CuI,Undoped,Spray-coating,Au,80.0,Evaporation,1.03,20.12,0.72,14.92,0,100.0-15.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.01,21.92,0.688,15.28,0,100.0-60.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.003,19.58,0.713,14.12,1,135.0-15.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Cl,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.029,21.08,0.745,16.11,1,135.0-15.0
nip,SLG | FTO,TiO2-c,Undoped,Spray-pyrolys,1,none,Undoped,Spin-coating,0.5,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.91,20.03,0.63,11.47,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,ALD,1,none,Undoped,Spin-coating,0.6666666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,18.77,0.7,14.38,0,100.0-30.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,NiO,Undoped,Spin-coating,Ag,80.0,Evaporation,1.0,21.0,0.72,15.1,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spray-pyrolys | Spin-coating,1,none,Undoped,Spin-coating >> CBD,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.0,21.7,0.6809999999999999,14.8,1,90.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Undoped,Spin-coating,Au,80.0,Evaporation,0.98,18.47,0.648,11.78,0,100.0-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Pd,Spin-coating,Au,80.0,Evaporation,1.0,21.18,0.6679999999999999,14.12,0,100.0-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Graphene,Spin-coating,Au,80.0,Evaporation,0.98,19.04,0.6709999999999999,12.57,0,100.0-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,P3HT,Pd-PVP,Spin-coating,Au,80.0,Evaporation,0.93,11.26,0.595,6.21,0,100.0-2.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.05,22.84,0.742,17.88,0,100.0-2.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.6666666666666666,Chlorobenzene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Au,100.0,Evaporation,1.032,12.33,0.6709999999999999,8.54,0,100.0-10.0
nip,SLG | ITO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating,0.6666666666666666,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Undoped,Spin-coating,Au,100.0,Evaporation,1.12,20.1,0.728,16.4,0,100.0-10.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.85,6.23,0.455,2.45,1,20.0-720.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.09,13.56,0.624,9.2,1,70.0-30.0
pin,SLG | ITO,PCBM-60,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.78,15.5,0.144,14.44,0,100.0-5.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.78,18.5,0.62,17.69,0,100.0-5.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,BCP,Spin-coating,1.0,Undoped,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.95,20.51,0.73,15.98,0,100.0-5.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.99,20.48,0.737,14.93,0,100.0-60.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Ag,50.0,Evaporation,0.99,18.78,0.679,12.59,1,150.0-15.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,1.018,21.9,0.731,16.3,0,100.0-20.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,PbS-QDs,Spin-coating,0.8,Chlorobenzene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,200.0,Evaporation,1.028,22.4,0.76,17.5,0,100.0-20.0
pin,SLG | ITO,PCBM-60 | Bphen,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9,2-Butanol,Undoped,1,PEDOT:PSS,Undoped,Spin-coating,Ag,100.0,Evaporation,0.965,18.64,0.7929999999999999,14.26,0,100.0-30.0
nip,SLG | FTO,TiO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,0.81,3.2,0.27,0.7,1,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9166666666666666,Diethyl ether,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,60.0,Evaporation,1.05,19.7,0.69,14.4,0,100.0-3.0
pin,SLG | ITO,PCBM-60 | BCP,Undoped,Spin-coating | Evaporation,1,none,Undoped,Spin-coating,0.75,Toluene,Undoped,0,PEDOT:PSS,Undoped,Spin-coating,Al,100.0,Evaporation,0.79,18.46,0.61,8.83,0,100.0-15.0
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,1,none,Undoped,Spin-coating >> Spin-coating,1.0,Undoped,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,100.0,Evaporation,1.11,23.27,0.67,17.21,1,70.0-30.0
nip,SLG | FTO,TiO2-c,TiCl4,ALD,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.01,16.36,0.595,9.87,0,100.0-10.0
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,1,none,Undoped,Spin-coating,0.8,Toluene,Undoped,0,Spiro-MeOTAD,Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.01,16.68,0.648,10.86,0,100.0-10.0
nip,SLG | FTO,TiO2-c | TiO2-mp, Li-TFSI,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.9166666666666666,Diethyl ether,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,80.0,Evaporation,1.01,21.5,0.644,14.0,0,65.0-1.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.5,Chlorobenzene,Undoped,0,NiO-c,Li-TFSI,Spin-coating,Ag,70.0,Evaporation,1.08,20.06,0.79,15.92,0,100.0-10.0
pin,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,1,none,Undoped,Spin-coating,0.5,Chlorobenzene,Undoped,0,NiO-c,Undoped,Spin-coating,Ag,70.0,Evaporation,1.05,18.43,0.75,13.76,0,100.0-10.0
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,1,none,Undoped,Spin-coating,1.0,Chlorobenzene,Undoped,0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,Spin-coating,Au,70.0,Evaporation,1.112,22.01,0.71,15.66,0,100.0-30.0
